iucn_sid,sciname,population,old_cat,cat,cat_score
48342284,Omobranchus smithi,NA,VU,VU,0.4
48342285,Ecsenius gravieri,NA,LC,LC,0
48342287,Cirrisalarias bunares,NA,LC,LC,0
48342288,Medusablennius chani,NA,VU,VU,0.4
48342289,Praealticus striatus,NA,LC,LC,0
48342290,Mimoblennius rusi,NA,LC,LC,0
48342292,Stanulus seychellensis,NA,LC,LC,0
48342294,Meiacanthus cyanopterus,NA,LC,LC,0
48342295,Meiacanthus ditrema,NA,LC,LC,0
48342298,Blenniella cyanostigma,NA,LC,LC,0
48342300,Petroscirtes thepassii,NA,LC,LC,0
48342303,Cirripectes chelomatus,NA,LC,LC,0
48342305,Salarias sexfilum,NA,LC,LC,0
48342306,Cirripectes jenningsi,NA,LC,LC,0
48342307,Ecsenius aequalis,NA,LC,LC,0
48342309,Petroscirtes xestus,NA,LC,LC,0
48342312,Omobranchus elongatus,NA,LC,LC,0
48342314,Stanulus talboti,NA,LC,LC,0
48342316,Praealticus tanegasimae,NA,LC,LC,0
48342317,Ecsenius namiyei,NA,LC,LC,0
48342320,Enchelyurus petersi,NA,LC,LC,0
48342321,Istiblennius lineatus,NA,LC,LC,0
48342325,Petroscirtes springeri,NA,LC,LC,0
48342326,Entomacrodus sealei,NA,LC,LC,0
48342328,Ecsenius randalli,NA,VU,VU,0.4
48342329,Ecsenius lineatus,NA,LC,LC,0
48342332,Omobranchus elegans,NA,LC,LC,0
48342333,Ecsenius midas,NA,LC,LC,0
48342337,Istiblennius unicolor,NA,LC,LC,0
48342339,Ecsenius tricolor,NA,VU,VU,0.4
48342341,Ecsenius fourmanoiri,NA,LC,LC,0
48342342,Praealticus natalis,NA,VU,VU,0.4
48342345,Ecsenius niue,NA,LC,LC,0
48342346,Aspidontus taeniatus,NA,LC,LC,0
48342349,Ecsenius melarchus,NA,LC,LC,0
48342351,Malacoctenus mexicanus,NA,LC,LC,0
48342352,Cirripectes imitator,NA,LC,LC,0
48342354,Salarias ramosus,NA,LC,LC,0
48342356,Entomacrodus lemuria,NA,LC,LC,0
48342357,Mimoblennius lineathorax,NA,VU,VU,0.4
48342359,Salarias segmentatus,NA,LC,LC,0
48342362,Laiphognathus multimaculatus,NA,LC,LC,0
48342364,Ecsenius tigris,NA,VU,VU,0.4
48342366,Plagiotremus tapeinosoma,NA,LC,LC,0
48342371,Cirripectes kuwamurai,NA,LC,LC,0
48342372,Ecsenius minutus,NA,LC,LC,0
48342373,Meiacanthus vittatus,NA,LC,LC,0
48342376,Meiacanthus nigrolineatus,NA,LC,LC,0
48342378,Meiacanthus urostigma,NA,LC,LC,0
48342379,Istiblennius zebra,NA,LC,LC,0
48342381,Omobranchus banditus,NA,LC,LC,0
48342383,Entomacrodus epalzeocheilos,NA,LC,LC,0
48342385,Ecsenius bicolor,NA,LC,LC,0
48342388,Plagiotremus spilistius,NA,LC,LC,0
48342389,Entomacrodus decussatus,NA,LC,LC,0
48342391,Petroscirtes pylei,NA,LC,LC,0
48342392,Plagiotremus goslinei,NA,LC,LC,0
48342394,Petroscirtes lupus,NA,LC,LC,0
48342396,Ophioblennius clippertonensis,NA,VU,VU,0.4
48342397,Meiacanthus oualanensis,NA,LC,LC,0
48342398,Meiacanthus crinitus,NA,LC,LC,0
48342400,Praealticus poptae,NA,LC,LC,0
48342402,Cirripectes variolosus,NA,LC,LC,0
48342405,Meiacanthus bundoon,NA,LC,LC,0
48342407,Andamia reyi,NA,DD,DD,NA
48342409,Haptogenys bipunctata,NA,DD,DD,NA
48342410,Laiphognathus longispinis,NA,LC,LC,0
48342411,Rhabdoblennius nigropunctatus,NA,LC,LC,0
48342412,Plagiotremus phenax,NA,LC,LC,0
48342414,Entomacrodus textilis,NA,LC,LC,0
48342416,Meiacanthus fraseri,NA,LC,LC,0
48342417,Meiacanthus lineatus,NA,LC,LC,0
48342419,Andamia expansa,NA,DD,DD,NA
48342420,Omobranchus woodi,NA,LC,LC,0
48342422,Blenniella gibbifrons,NA,LC,LC,0
48342425,Cirripectes springeri,NA,LC,LC,0
48342427,Atrosalarias hosokawai,NA,LC,LC,0
48342428,Cirripectes quagga,NA,LC,LC,0
48342431,Blenniella interrupta,NA,LC,LC,0
48342433,Enchelyurus kraussii,NA,LC,LC,0
48342435,Enneapterygius qirmiz,NA,LC,LC,0
48342436,Ecsenius isos,NA,LC,LC,0
48342437,Paralticus amboinensis,NA,LC,LC,0
48342440,Andamia tetradactylus,NA,DD,DD,NA
48342441,Istiblennius rivulatus,NA,LC,LC,0
48342442,Istiblennius meleagris,NA,LC,LC,0
48342444,Atrosalarias holomelas,NA,LC,LC,0
48342445,Meiacanthus smithi,NA,LC,LC,0
48342448,Dodekablennos fraseri,NA,LC,LC,0
48342449,Ecsenius aroni,NA,LC,LC,0
48342451,Ecsenius yaeyamaensis,NA,LC,LC,0
48342454,Dactyloscopus heraldi,NA,LC,LC,0
48342455,Parablennius postoculomaculatus,NA,LC,LC,0
48342456,Ecsenius opsifrontalis,NA,LC,LC,0
48342458,Ecsenius nalolo,NA,LC,LC,0
48342460,Meiacanthus abditus,NA,LC,LC,0
48342462,Scartella emarginata,NA,LC,LC,0
48342464,Parablennius laticlavius,NA,LC,LC,0
48342466,Meiacanthus kamoharai,NA,LC,LC,0
48342467,Parablennius lodosus,NA,VU,VU,0.4
48342469,Ecsenius frontalis,NA,LC,LC,0
48342471,Rhabdoblennius snowi,NA,LC,LC,0
48342473,Litobranchus fowleri,NA,LC,LC,0
48342475,Praealticus labrovittatus,NA,LC,LC,0
48342477,Plagiotremus rhinorhynchos,NA,LC,LC,0
48342482,Istiblennius dussumieri,NA,LC,LC,0
48342485,Praealticus margaritatus,NA,LC,LC,0
48342486,Cirripectes hutchinsi,NA,LC,LC,0
48342487,Antennablennius sexfasciatus,NA,DD,DD,NA
48342488,Rhabdoblennius nitidus,NA,LC,LC,0
48342489,Blenniella caudolineata,NA,LC,LC,0
48342492,Salarias obscurus,NA,LC,LC,0
48342493,Ecsenius axelrodi,NA,LC,LC,0
48342496,Glyptoparus delicatulus,NA,LC,LC,0
48342498,Ecsenius alleni,NA,LC,LC,0
48342499,Cirripectes vanderbilti,NA,LC,LC,0
48342501,Ecsenius portenoyi,NA,LC,LC,0
48342502,Parablennius intermedius,NA,LC,LC,0
48342504,Ecsenius taeniatus,NA,LC,LC,0
48342505,Nannosalarias nativitatis,NA,LC,LC,0
48342508,Ecsenius oculus,NA,LC,LC,0
48342511,Entomacrodus longicirrus,NA,LC,LC,0
48342512,Ecsenius tessera,NA,LC,LC,0
48342513,Cirripectes castaneus,NA,LC,LC,0
48342516,Salarias alboguttatus,NA,LC,LC,0
48342518,Entomacrodus williamsi,NA,LC,LC,0
48342519,Rhabdoblennius rhabdotrachelus,NA,LC,LC,0
48342521,Entomacrodus caudofasciatus,NA,LC,LC,0
48342523,Malacoctenus sudensis,NA,LC,LC,0
48342524,Salarias luctuosus,NA,LC,LC,0
48342525,Aspidontus dussumieri,NA,LC,LC,0
48342528,Dactyloscopus elongatus,NA,LC,LC,0
48342529,Omobranchus verticalis,NA,LC,LC,0
48342530,Plagiotremus laudandus,NA,LC,LC,0
48342534,Entomacrodus chapmani,NA,VU,VU,0.4
48342535,Ecsenius mandibularis,NA,LC,LC,0
49145820,Atractoscion aequidens,NA,VU,VU,0.4
49186649,Miracorvina angolensis,NA,LC,LC,0
49188668,Pentheroscion mbizi,NA,NT,NT,0.2
49217539,Pseudotolithus elongatus,NA,LC,LC,0
49217590,Pseudotolithus epipercus,NA,LC,LC,0
49217654,Pseudotolithus moorii,NA,LC,LC,0
49217798,Pseudotolithus senegalensis,NA,EN,EN,0.6
49217962,Pseudotolithus senegallus,NA,VU,VU,0.4
49218074,Pseudotolithus typus,NA,LC,LC,0
49218151,Pteroscion peli,NA,LC,LC,0
49218712,Umbrina steindachneri,NA,DD,DD,NA
49254470,Erythrodiplax berenice,NA,LC,LC,0
49437996,Enneanectes matador,NA,LC,LC,0
49438010,Enneanectes wilki,NA,DD,DD,NA
49438012,Enneanectes deloachorum,NA,LC,LC,0
49677201,Crenidens indicus,NA,LC,LC,0
49911704,Trisopterus capelanus,NA,LC,LC,0
50011071,Maasella edwardsi,NA,DD,DD,NA
50012470,Paramuricea macrospina,NA,DD,DD,NA
50012660,Spinimuricea klavereni,NA,DD,DD,NA
50016125,Crassophyllum thessalonicae,NA,EN,EN,0.6
50020621,Clavularia crassa,NA,LC,LC,0
50020625,Clavularia carpediem,NA,DD,DD,NA
50078139,Monochirus atlanticus,NA,DD,DD,NA
50107293,Bunodeopsis strumosa,NA,DD,DD,NA
50107605,Actinia cari,NA,DD,DD,NA
50108167,Actinia striata,NA,DD,DD,NA
50113293,Condylactis aurantiaca,NA,LC,LC,0
50113365,Cribrinopsis crassa,NA,LC,LC,0
50148677,Paranemonia cinerea,NA,DD,DD,NA
50148695,Paranemonia vouliagmeniensis,NA,EN,EN,0.6
50148787,Segonzactis hartogi,NA,DD,DD,NA
50148930,Phymanthus pulcher,NA,DD,DD,NA
50149061,Ceratotrochus magnaghii,NA,DD,DD,NA
50160898,Cladopsammia rolandi,NA,DD,DD,NA
50161085,Epizoanthus frenzeli,NA,DD,DD,NA
50161089,Epizoanthus mediterraneus,NA,DD,DD,NA
50161091,Epizoanthus paguricola,NA,DD,DD,NA
50161093,Epizoanthus paxii,NA,DD,DD,NA
50161095,Epizoanthus steueri,NA,DD,DD,NA
50853886,Chromis bermudae,NA,LC,LC,0
50902942,Uraspis helvola,NA,LC,LC,0
50902961,Pentaprion longimanus,NA,LC,LC,0
50903119,Mulloidichthys flavolineatus,NA,LC,LC,0
50903138,Upeneus sulphureus,NA,LC,LC,0
50903183,Upeneus vittatus,NA,LC,LC,0
50903234,Dactyloptena orientalis,NA,LC,LC,0
50903247,Sorsogona prionota,NA,LC,LC,0
50903260,Pterois russelii,NA,LC,LC,0
50903263,Paramonacanthus choirocephalus,NA,LC,LC,0
53753301,Chriolepis bilix,NA,LC,LC,0
54007412,Upeneus oligospilus,NA,LC,LC,0
54007474,Sillago arabica,NA,LC,LC,0
56084246,Lycenchelys platyrhina,NA,DD,DD,NA
56779782,Chromogobius britoi,NA,LC,LC,0
56852190,Ilisha melastoma,NA,LC,LC,0
56852265,Ilisha megaloptera,NA,LC,LC,0
56852298,Kyphosus bigibbus,NA,LC,LC,0
56852351,Sillago attenuata,NA,LC,LC,0
56852510,Aesopia cornuta,NA,LC,LC,0
56852595,Choeroichthys brachysoma,NA,LC,LC,0
57274554,Brachypterois serrulifer,NA,LC,LC,0
57453548,Aphyonus gelatinosus,NA,LC,LC,0
57453584,Nybelinella erikssoni,NA,DD,DD,NA
57453648,Bythites islandicus,NA,DD,DD,NA
57453678,Barathronus multidens,NA,DD,DD,NA
57453696,Holcomycteronus squamosus,NA,LC,LC,0
57453720,Maulisia argipalla,NA,LC,LC,0
57453743,Bajacalifornia calcarata,NA,LC,LC,0
57505507,Ambassis natalensis,NA,LC,LC,0
57505709,Pachypanchax playfairii,NA,DD,DD,NA
57506640,Herklotsichthys quadrimaculatus,NA,LC,LC,0
57508187,Eleotris mauritiana,NA,LC,LC,0
57509336,Kraemeria samoensis,NA,LC,LC,0
57509876,Scatophagus tetracanthus,NA,LC,LC,0
57693936,Bathyonus laticeps,NA,DD,DD,NA
57714556,Barathrites iris,NA,LC,LC,0
57825241,Einara edentula,NA,LC,LC,0
58241062,Dolichopteryx longipes,NA,LC,LC,0
59034974,Evynnis cardinalis,NA,EN,EN,0.6
60469170,Abyssoberyx levisquamosus,NA,DD,DD,NA
60469175,Abyssobrotula galatheae,NA,LC,LC,0
60469186,Alepisaurus brevirostris,NA,LC,LC,0
60469196,Amblycirrhitus earnshawi,NA,EN,EN,0.6
60469204,Apagesoma delosommatus,NA,LC,LC,0
60469215,Aphyonus rassi,NA,DD,DD,NA
60469220,Apletodon barbatus,NA,VU,VU,0.4
60469224,Apletodon wirtzi,NA,LC,LC,0
60469232,Aristostomias lunifer,NA,LC,LC,0
60469237,Astronesthes decoratus,NA,LC,LC,0
60469241,Astronesthes haplophos,NA,LC,LC,0
60469244,Astronesthes karsteni,NA,LC,LC,0
60469249,Barbantus elongatus,NA,DD,DD,NA
60469264,Bassozetus levistomatus,NA,LC,LC,0
60469273,Bassozetus normalis,NA,LC,LC,0
60469298,Bassozetus oncerocephalus,NA,DD,DD,NA
60469323,Bathophilus metallicus,NA,LC,LC,0
60469375,Bathophilus schizochirus,NA,LC,LC,0
60469441,Bathycongrus bertini,NA,LC,LC,0
60469516,Bathylaco nielseni,NA,DD,DD,NA
60469527,Bathytroctes squamosus,NA,LC,LC,0
60469546,Bembrops cadenati,NA,LC,LC,0
60469552,Cataetyx bruuni,NA,LC,LC,0
60469615,Caulophryne pelagica,NA,DD,DD,NA
60469670,Centrophryne spinulosa,NA,LC,LC,0
60469697,Cetomimus compunctus,NA,DD,DD,NA
60469712,Cetomimus hempeli,NA,DD,DD,NA
60469804,Chaenophryne draco,NA,LC,LC,0
60469816,Chiasmodon braueri,NA,LC,LC,0
60469866,Coryphaenoides rudis,NA,LC,LC,0
60469980,Cyclothone parapallida,NA,LC,LC,0
60470089,Danacetichthys galathenus,NA,DD,DD,NA
60470092,Diaphus problematicus,NA,LC,LC,0
60470096,Diaphus vanhoeffeni,NA,LC,LC,0
60470322,Dicrolene introniger,NA,LC,LC,0
60470339,Didogobius amicuscaridis,NA,VU,VU,0.4
60470344,Diplecogaster ctenocrypta,NA,LC,LC,0
60470358,Dolopichthys jubatus,NA,DD,DD,NA
60470361,Dolopichthys pullatus,NA,DD,DD,NA
60470373,Dysalotus oligoscolus,NA,LC,LC,0
60470376,Epigonus affinis,NA,LC,LC,0
60470379,Eustomias aequatorialis,NA,LC,LC,0
60470382,Eustomias contiguus,NA,DD,DD,NA
60470388,Eustomias insularum,NA,DD,DD,NA
60470392,Eustomias intermedius,NA,LC,LC,0
60470395,Eustomias kreffti,NA,LC,LC,0
60470399,Eustomias lanceolatus,NA,LC,LC,0
60470414,Eustomias monoclonoides,NA,DD,DD,NA
60470418,Eustomias satterleei,NA,LC,LC,0
60470422,Eustomias simplex,NA,LC,LC,0
60470425,Eustomias spherulifer,NA,LC,LC,0
60470440,Eustomias tenisoni,NA,DD,DD,NA
60470461,Gadella svetovidovi,NA,DD,DD,NA
60470467,Gadomus arcuatus,NA,LC,LC,0
60470481,Gigantactis elsmani,NA,LC,LC,0
60470485,Gigantactis gibbsi,NA,LC,LC,0
60470489,Gigantactis golovani,NA,LC,LC,0
60470665,Gigantactis gracilicauda,NA,DD,DD,NA
60470674,Gigantactis herwigi,NA,LC,LC,0
60470680,Gigantactis ios,NA,LC,LC,0
60470683,Gigantactis longicirra,NA,LC,LC,0
60470687,Gigantactis vanhoeffeni,NA,DD,DD,NA
60470704,Gonorynchus gonorynchus,NA,LC,LC,0
60470750,Grammonus longhursti,NA,LC,LC,0
60470770,Haplophryne mollis,NA,LC,LC,0
60470792,Himantolophus albinares,NA,DD,DD,NA
60470817,Himantolophus brevirostris,NA,DD,DD,NA
60470856,Himantolophus macroceras,NA,DD,DD,NA
60470876,Himantolophus macroceratoides,NA,DD,DD,NA
60470908,Himantolophus multifurcatus,NA,DD,DD,NA
60470918,Himantolophus rostratus,NA,DD,DD,NA
60470977,Holcomycteronus profundissimus,NA,LC,LC,0
60471195,Hymenogadus gracilis,NA,DD,DD,NA
60471691,Ichthyococcus polli,NA,LC,LC,0
60471792,Kali kerberti,NA,LC,LC,0
60471825,Kali macrura,NA,LC,LC,0
60471850,Laemonema robustum,NA,DD,DD,NA
60471855,Lampadena speculigera,NA,LC,LC,0
60471860,Lampanyctus photonotus,NA,LC,LC,0
60471865,Lampanyctus vadulus,NA,LC,LC,0
60471877,Lamprogrammus brunswigi,NA,LC,LC,0
60471883,Lamprogrammus exutus,NA,LC,LC,0
60471901,Lamprogrammus niger,NA,LC,LC,0
60471916,Lamprogrammus shcherbachevi,NA,DD,DD,NA
60471925,Lasiognathus saccostoma,NA,LC,LC,0
60471934,Leptacanthichthys gracilispinis,NA,DD,DD,NA
60471973,Leptostomias gracilis,NA,LC,LC,0
60472006,Linophryne maderensis,NA,DD,DD,NA
60472203,Linophryne polypogon,NA,DD,DD,NA
60472409,Linophryne racemifera,NA,DD,DD,NA
60472779,Linophryne sexfilis,NA,DD,DD,NA
60473762,Loweina interrupta,NA,LC,LC,0
60474290,Loweina rara,NA,LC,LC,0
60475013,Luciobrotula nolfi,NA,LC,LC,0
60475627,Macrouroides inflaticeps,NA,LC,LC,0
60476220,Maurolicus amethystinopunctatus,NA,LC,LC,0
60476941,Melamphaes ebelingi,NA,DD,DD,NA
60477122,Melamphaes longivelis,NA,DD,DD,NA
60477337,Melamphaes polylepis,NA,DD,DD,NA
60477619,Melamphaes pumilus,NA,DD,DD,NA
60477991,Melamphaes suborbitalis,NA,DD,DD,NA
60478393,Melamphaes typhlops,NA,DD,DD,NA
60478881,Melanostomias melanops,NA,LC,LC,0
60479167,Melanostomias paucilaternatus,NA,LC,LC,0
60479354,Melanostomias spilorhynchus,NA,LC,LC,0
60479648,Mentodus facilis,NA,LC,LC,0
60480024,Mentodus longirostris,NA,LC,LC,0
60480620,Mentodus mesalirus,NA,LC,LC,0
60480946,Mentodus perforatus,NA,LC,LC,0
60481184,Mentodus rostratus,NA,LC,LC,0
60481655,Mesobius berryi,NA,LC,LC,0
60481663,Monognathus nigeli,NA,DD,DD,NA
60481692,Nannobrachium wisneri,NA,LC,LC,0
60481712,Nansenia longicauda,NA,DD,DD,NA
60481729,Nansenia megalopa,NA,DD,DD,NA
60481876,Nansenia pelagica,NA,DD,DD,NA
60481885,Narcetes erimelas,NA,LC,LC,0
60481914,Neoceratias spinifer,NA,LC,LC,0
60482037,Odontomacrurus murrayi,NA,LC,LC,0
60482063,Oneirodes clarkei,NA,DD,DD,NA
60482102,Oneirodes macrosteus,NA,LC,LC,0
60482105,Oneirodes myrionemus,NA,DD,DD,NA
60482178,Ophichthus pullus,NA,LC,LC,0
60482248,Parabrotula plagiophthalma,NA,LC,LC,0
60482259,Paracaristius nudarcus,NA,DD,DD,NA
60482312,Penopus microphthalmus,NA,LC,LC,0
60482374,Pentherichthys atratus,NA,LC,LC,0
60482467,Photonectes caerulescens,NA,LC,LC,0
60482532,Photostomias atrox,NA,LC,LC,0
60482553,Phyllorhinichthys balushkini,NA,LC,LC,0
60482562,Phyllorhinichthys micractis,NA,LC,LC,0
60482607,Physiculus karrerae,NA,LC,LC,0
60482611,Physiculus maslowskii,NA,DD,DD,NA
60482676,Platyberyx andriashevi,NA,DD,DD,NA
60482710,Platyberyx mauli,NA,DD,DD,NA
60482715,Porogadus abyssalis,NA,DD,DD,NA
60482748,Porogadus miles,NA,LC,LC,0
60482776,Porogadus nudus,NA,DD,DD,NA
60482786,Porogadus subarmatus,NA,DD,DD,NA
60482810,Poromitra capito,NA,DD,DD,NA
60482859,Poromitra megalops,NA,DD,DD,NA
60482909,Priolepis ascensionis,NA,EN,EN,0.6
60483083,Pseudoscopelus altipinnis,NA,LC,LC,0
60483092,Pseudoscopelus scutatus,NA,LC,LC,0
60483137,Regalecus russelii,NA,LC,LC,0
60483177,Rhynchactis macrothrix,NA,DD,DD,NA
60483211,Rhynchohyalus natalensis,NA,LC,LC,0
60483257,Rondeletia bicolor,NA,LC,LC,0
60483273,Rondeletia loricata,NA,LC,LC,0
60483363,Sciadonus jonassoni,NA,DD,DD,NA
60484333,Scopelogadus mizolepis,NA,LC,LC,0
60484350,Scorpaena ascensionis,NA,EN,EN,0.6
60484369,Scorpaena mellissii,NA,EN,EN,0.6
60484396,Scorpaenodes insularis,NA,LC,LC,0
60484408,Selachophidium guentheri,NA,LC,LC,0
60484435,Serranus heterurus,NA,LC,LC,0
60484826,Sternoptyx pseudodiaphana,NA,LC,LC,0
60485122,Symbolophorus kreffti,NA,LC,LC,0
60485173,Synchiropus valdiviae,NA,DD,DD,NA
60485561,Trigla macrodactylus,NA,DD,DD,NA
60485860,Uncisudis longirostra,NA,DD,DD,NA
60485886,Uroconger drachi,NA,DD,DD,NA
61382004,Halichoerus grypus ssp. grypus,NA,LC,LC,0
61382025,Halichoerus grypus ssp. macrorhynchus,NA,LC,LC,0
61382318,Pusa hispida ssp. hispida,NA,LC,LC,0
61650582,Corythornis cristatus,NA,LC,LC,0
61668607,Anguilla bengalensis,NA,NT,NT,0.2
61709141,Circus spilonotus,NA,LC,LC,0
61709172,Circus spilothorax,NA,LC,LC,0
61934220,Gigantactis watermani,NA,DD,DD,NA
61934241,Dolopichthys danae,NA,LC,LC,0
61934264,Scopeloberyx robustus,NA,DD,DD,NA
61934392,Monolene helenensis,NA,DD,DD,NA
61934408,Symphurus lubbocki,NA,DD,DD,NA
61934439,Symphurus reticulatus,NA,DD,DD,NA
61934580,Bothus mellissi,NA,LC,LC,0
61935092,Praealticus semicrenatus,NA,LC,LC,0
61935587,Alticus anjouanae,NA,LC,LC,0
61936075,Canthigaster petersii,NA,LC,LC,0
61963499,Odobenus rosmarus ssp. divergens,NA,DD,DD,NA
61984292,Gnatholepis thompsoni,NA,LC,LC,0
62015238,Haematopus ater,NA,LC,LC,0
62021891,Larus novaehollandiae,NA,LC,LC,0
62026481,Gelochelidon nilotica,NA,LC,LC,0
62026537,Gelochelidon macrotarsa,NA,LC,LC,0
62030590,Larus smithsonianus,NA,LC,LC,0
62030608,Larus argentatus,NA,LC,LC,0
62030970,Larus michahellis,NA,LC,LC,0
62101215,Synthliboramphus hypoleucus,NA,EN,EN,0.6
62101249,Synthliboramphus scrippsi,NA,VU,VU,0.4
62154828,Rallus longirostris,NA,LC,LC,0
62155296,Rallus crepitans,NA,LC,LC,0
62169677,Fulica americana,NA,LC,LC,0
62289108,Prosobonia cancellata,NA,EX,EX,1
62289271,Prosobonia parvirostris,NA,EN,EN,0.6
62289571,Catharacta antarctica,NA,LC,LC,0
62290750,Charadrius obscurus,NA,CR,CR,0.8
62291168,Charadrius aquilonius,NA,NT,NT,0.2
64239743,Euphausia superba,NA,LC,LC,0
64272080,Carex lyngbyei,NA,LC,LC,0
64272648,Carex paleacea,NA,LC,LC,0
64273045,Carex pluriflora,NA,LC,LC,0
64273493,Carex subspathacea,NA,LC,LC,0
64315327,Jaumea carnosa,NA,LC,LC,0
64316981,Lilaeopsis occidentalis,NA,LC,LC,0
64372284,Epizoanthus tergestinus,NA,DD,DD,NA
64528661,Pelagocephalus coheni,NA,DD,DD,NA
65134524,Aulorhynchus flavidus,NA,LC,LC,0
65134818,Aulichthys japonicus,NA,LC,LC,0
65134839,Hypoptychus dybowskii,NA,DD,DD,NA
65134886,Aulostomus chinensis,NA,LC,LC,0
65134998,Aeoliscus punctulatus,NA,DD,DD,NA
65135062,Aeoliscus strigatus,NA,DD,DD,NA
65349869,Centriscops humerosus,NA,LC,LC,0
65350111,Centriscus cristatus,NA,DD,DD,NA
65362908,Notopogon armatus,NA,LC,LC,0
65362977,Notopogon fernandezianus,NA,LC,LC,0
65363069,Notopogon lilliei,NA,LC,LC,0
65363156,Notopogon xenosoma,NA,LC,LC,0
65363244,Solenostomus armatus,NA,LC,LC,0
65363316,Solenostomus cyanopterus,NA,LC,LC,0
65363378,Solenostomus halimeda,NA,DD,DD,NA
65363417,Solenostomus paradoxus,NA,LC,LC,0
65363473,Acentronura gracilissima,NA,LC,LC,0
65363543,Apterygocampus epinnulatus,NA,DD,DD,NA
65363628,Bhanotia fasciolata,NA,LC,LC,0
65363696,Bhanotia pauciradiata,NA,DD,DD,NA
65363711,Bulbonaricus brauni,NA,LC,LC,0
65363860,Bulbonaricus brucei,NA,DD,DD,NA
65363869,Bulbonaricus davaoensis,NA,LC,LC,0
65364120,Campichthys galei,NA,LC,LC,0
65364143,Campichthys nanus,NA,DD,DD,NA
65364147,Campichthys tricarinatus,NA,DD,DD,NA
65364201,Campichthys tryoni,NA,DD,DD,NA
65364515,Choeroichthys cinctus,NA,LC,LC,0
65364521,Choeroichthys latispinosus,NA,DD,DD,NA
65364553,Choeroichthys sculptus,NA,LC,LC,0
65364594,Choeroichthys smithi,NA,LC,LC,0
65364789,Choeroichthys suillus,NA,LC,LC,0
65364798,Corythoichthys benedetto,NA,LC,LC,0
65364818,Corythoichthys flavofasciatus,NA,LC,LC,0
65364895,Corythoichthys insularis,NA,LC,LC,0
65364931,Corythoichthys intestinalis,NA,LC,LC,0
65365012,Corythoichthys nigripectus,NA,LC,LC,0
65365054,Corythoichthys ocellatus,NA,LC,LC,0
65365090,Corythoichthys paxtoni,NA,LC,LC,0
65365100,Corythoichthys schultzi,NA,LC,LC,0
65365107,Corythoichthys polynotatus,NA,LC,LC,0
65365349,Cosmocampus balli,NA,VU,VU,0.4
65365681,Cosmocampus banneri,NA,LC,LC,0
65365759,Cosmocampus darrosanus,NA,LC,LC,0
65365798,Cosmocampus heraldi,NA,DD,DD,NA
65365838,Cosmocampus howensis,NA,LC,LC,0
65365899,Cosmocampus maxweberi,NA,LC,LC,0
65365975,Cosmocampus profundus,NA,DD,DD,NA
65366046,Doryrhamphus aurolineatus,NA,DD,DD,NA
65366061,Doryrhamphus bicarinatus,NA,DD,DD,NA
65366073,Doryrhamphus japonicus,NA,LC,LC,0
65366280,Doryrhamphus negrosensis,NA,LC,LC,0
65366377,Dunckerocampus baldwini,NA,LC,LC,0
65366455,Dunckerocampus boylei,NA,LC,LC,0
65366458,Dunckerocampus chapmani,NA,DD,DD,NA
65366672,Dunckerocampus multiannulatus,NA,LC,LC,0
65367054,Dunckerocampus naia,NA,LC,LC,0
65367059,Dunckerocampus pessuliferus,NA,LC,LC,0
65367195,Festucalex cinctus,NA,LC,LC,0
65367204,Festucalex erythraeus,NA,LC,LC,0
65367300,Festucalex gibbsi,NA,LC,LC,0
65367303,Festucalex kulbickii,NA,DD,DD,NA
65367318,Festucalex prolixus,NA,DD,DD,NA
65367328,Festucalex scalaris,NA,LC,LC,0
65367364,Festucalex wassi,NA,DD,DD,NA
65367453,Filicampus tigris,NA,LC,LC,0
65367461,Halicampus boothae,NA,LC,LC,0
65367566,Halicampus brocki,NA,LC,LC,0
65367574,Halicampus dunckeri,NA,LC,LC,0
65367581,Halicampus edmondsoni,NA,LC,LC,0
65367590,Halicampus grayi,NA,LC,LC,0
65367594,Halicampus macrorhynchus,NA,LC,LC,0
65367655,Halicampus marquesensis,NA,LC,LC,0
65367712,Halicampus mataafae,NA,LC,LC,0
65367783,Halicampus nitidus,NA,LC,LC,0
65367935,Halicampus punctatus,NA,LC,LC,0
65367942,Halicampus spinirostris,NA,LC,LC,0
65367996,Halicampus zavorensis,NA,DD,DD,NA
65368085,Heraldia nocturna,NA,LC,LC,0
65368088,Hippichthys parvicarinatus,NA,LC,LC,0
65368181,Hippocampus paradoxus,NA,DD,DD,NA
65368238,Histiogamphelus briggsii,NA,LC,LC,0
65368242,Histiogamphelus cristatus,NA,LC,LC,0
65368756,Hypselognathus horridus,NA,DD,DD,NA
65368759,Hypselognathus rostratus,NA,LC,LC,0
65368802,Acentronura larsonae,NA,DD,DD,NA
65369051,Acentronura lumnitzeri,NA,LC,LC,0
65369161,Kaupus costatus,NA,LC,LC,0
65369241,Kimblaeus bassensis,NA,LC,LC,0
65369305,Kyonemichthys rumengani,NA,LC,LC,0
65369313,Leptoichthys fistularius,NA,LC,LC,0
65369760,Leptonotus blainvilleanus,NA,LC,LC,0
65369844,Leptonotus elevatus,NA,LC,LC,0
65369867,Leptonotus norae,NA,LC,LC,0
65370029,Lissocampus bannwarthi,NA,LC,LC,0
65370051,Lissocampus caudalis,NA,LC,LC,0
65370087,Lissocampus fatiloquus,NA,LC,LC,0
65370218,Lissocampus filum,NA,LC,LC,0
65370289,Lissocampus runa,NA,LC,LC,0
